DD  MM YY HH MM SS NS Lat     EW       Lon  K1     K2     K3     K4     K5     K6     K7     K8     K9    K10    K11    K12    K13    K14    K15    K16    K17   Pres    Tpr    Hum    Thm   Tbrd  Ubat
28 12 10   6  7 13 N        0 E        0    368     33     74     64   1162   1052   1007    133    125    366   1340    961    600    527    224    536    269      6      5      4      3      2  2.9
28 12 10   6  8 14 N        0 E        0    386     34     77     65   1224   1111   1070    137    132    381   1366   1015    632    558    234    548    283      6      5      4      3      2  2.9
28 12 10   6  9 15 N        0 E        0    378     35     74     63   1204   1089   1053    132    128    375   1362    989    622    549    229    540    276      6      5      4      3      2  2.9
28 12 10   6 10 16 N        0 E        0    334     32     69     58   1082    974    948    114    112    328   1236    876    556    482    200    484    245      6      5      4      3      2  2.9
28 12 10   6 11 17 N        0 E        0    366     31     72     59   1185   1077   1045    121    118    352   1337    963    610    536    216    529    271      6      5      4      3      2  2.9
28 12 10   6 12 18 N        0 E        0    362     31     70     57   1173   1063   1032    118    116    350   1300    949    611    537    212    518    268      6      5      4      3      2  2.9
28 12 10   6 13 19 N        0 E        0    397     35     75     61   1267   1143   1112    130    128    390   1421   1043    666    589    235    561    289      6      5      4      3      2  2.9
28 12 10   6 14 20 N        0 E        0    376     35     72     58   1198   1078   1055    121    120    356   1349    967    624    548    219    540    280      6      5      4      3      2  2.9
28 12 10   6 15 21 N        0 E        0    372     32     71     56   1178   1066   1030    120    118    359   1321    960    608    536    218    531    272      6      5      4      3      2  2.9
28 12 10   6 16 22 N        0 E        0    377     33     71     57   1196   1077   1050    121    119    364   1362    968    619    546    221    549    279      6      5      4      3      2  2.9
28 12 10   6 17 23 N        0 E        0    388     32     71     56   1232   1120   1092    120    119    368   1368   1003    639    567    223    546    283      6      5      4      3      2  2.9
28 12 10   6 18 24 N        0 E        0    366     30     69     51   1188   1076   1063    109    107    338   1327    948    611    535    206    519    266      6      5      4      3      2  2.9
28 12 10   6 19 25 N        0 E        0    354     30     67     50   1153   1045   1040    103    103    326   1295    925    592    519    196    494    255      6      5      4      3      2  2.9
28 12 10   6 20 26 N        0 E        0    325     29     66     45   1083    978    983     94     94    291   1223    841    545    472    180    478    243      6      5      4      3      2  2.9
28 12 10   6 21 27 N        0 E        0    319     29     64     45   1068    975    977     89     90    281   1228    828    544    468    171    458    233      6      5      4      3      2  2.9
28 12 10   6 22 28 N        0 E        0    310     26     63     43   1037    946    940     83     90    270   1192    800    529    453    165    443    224      6      5      4      3      2  2.9
28 12 10   6 23 29 N        0 E        0    252     25     57     40    840    747    757     70     71    216   1014    629    427    353    132    373    178      6      5      4      3      2  2.9
29 12 10   1 52 37 N  4310000 E 13120000   1873    130    162    199   1848   1443   5327    497    366   1094    875   2119    845    911    707   3005    776      6      5      4      3      2  2.9
29 12 10   1 53 38 N  4310000 E 13120000   1779    130    166    197   1741   1300   4640    440    300   1165    846   1397    867    884    600   2013    529      6      5      4      3      2  2.9
29 12 10   1 54 39 N  4310000 E 13120000   1794    129    165    192   1723   1316   4802    413    292   1149    827   1494    860    866    564   1728    501      6      5      4      3      2  2.9
29 12 10   1 55 40 N  4310000 E 13120000   1841    132    171    197   1762   1357   4953    424    294   1204    848   1527    887    892    570   1801    528      6      5      4      3      2  2.9
29 12 10   1 56 41 N  4310000 E 13120000   1820    129    170    193   1732   1347   4966    416    285   1203    838   1529    878    883    554   1766    526      6      5      4      3      2  2.9
29 12 10   1 57 42 N  4310000 E 13120000   1845    130    171    191   1735   1347   4970    418    284   1216    839   1520    879    887    548   1832    541      6      5      4      3      2  2.9
29 12 10   1 58 43 N  4310000 E 13120000   1893    133    175    196   1760   1373   5092    426    290   1250    852   1561    889    899    553   1856    556      6      5      4      3      2  2.9
29 12 10   1 59 44 N  4310000 E 13120000   1940    139    181    202   1796   1394   5192    442    302   1302    872   1596    907    924    571   2033    598      6      5      4      3      2  2.9
29 12 10   2  0 45 N  4310000 E 13120000   1951    140    181    203   1782   1390   5196    440    300   1308    868   1597    904    930    567   2126    592      6      5      4      3      2  2.9
29 12 10   2  1 46 N  4310000 E 13120000   1996    145    187    209   1823   1412   5278    455    309   1356    887   1616    923    955    586   2259    623      6      5      4      3      2  2.9
29 12 10   2  2 47 N  4310000 E 13120000   1962    143    186    206   1787   1392   5259    448    302   1349    877   1616    913    947    582   2243    622      6      5      4      3      2  2.9
29 12 10   2  3 48 N  4310000 E 13120000   1953    141    184    204   1809   1384   5242    446    300   1345    869   1591    910    949    588   2323    643      6      5      4      3      2  2.9
29 12 10   2  4 49 N  4310000 E 13120000   2000    147    190    210   1872   1411   5348    461    309   1389    889   1623    929    973    611   2444    678      6      5      4      3      2  2.9
29 12 10   2  5 50 N  4310000 E 13120000   1992    147    191    208   1863   1409   5391    457    307   1383    884   1622    923    965    615   2378    692      6      5      4      3      2  2.9
29 12 10   2  6 51 N  4310000 E 13120000   1990    147    191    209   1861   1403   5367    458    306   1384    880   1612    918    964    622   2431    714      6      5      4      3      2  2.9
29 12 10   2  7 52 N  4310000 E 13120000   1988    148    193    209   1867   1405   5412    460    303   1389    884   1620    920    965    630   2492    727      6      5      4      3      2  2.9
29 12 10   2  8 53 N  4310000 E 13120000   2008    151    196    211   1873   1398   5404    466    306   1410    888   1617    920    974    647   2581    750      6      5      4      3      2  2.9
29 12 10   2  9 54 N  4310000 E 13120000   2065    153    197    213   1914   1411   5413    476    317   1433    900   1617    925    991    666   2761    801      6      5      4      3      2  2.9
29 12 10   2 10 55 N  4310000 E 13120000   2050    154    203    217   1886   1418   5564    480    309   1459    905   1662    927    996    676   2789    757      6      5      4      3      2  2.9
29 12 10   2 11 56 N  4310000 E 13120000   2072    157    207    219   1897   1418   5547    485    313   1480    909   1653    929   1004    699   2884    765      6      5      4      3      2  2.9
29 12 10   2 12 57 N  4310000 E 13120000   2074    158    208    218   1901   1416   5580    485    313   1472    906   1664    925   1005    713   2955    769      6      5      4      3      2  2.9
29 12 10   2 13 58 N  4310000 E 13120000   2097    163    211    222   1921   1422   5608    490    318   1497    916   1658    931   1012    725   2986    759      6      5      4      3      2  2.9
29 12 10   2 14 59 N  4310000 E 13120000   2122    165    216    226   1940   1444   5754    493    318   1520    926   1696    943   1027    739   3028    759      6      5      4      3      2  2.9
29 12 10   2 16  0 N  4310000 E 13120000   2136    168    219    229   1945   1435   5754    504    320   1548    934   1686    949   1039    770   3133    784      6      5      4      3      2  2.9
29 12 10   2 17  1 N  4310000 E 13120000   2161    171    221    233   1964   1450   5824    507    326   1567    947   1709    960   1050    787   3139    793      6      5      4      3      2  2.9
29 12 10   2 18  2 N  4310000 E 13120000   2192    174    227    237   1990   1481   6011    514    329   1594    963   1754    981   1074    814   3207    806      6      5      4      3      2  2.9
29 12 10   2 19  3 N  4310000 E 13120000   2157    173    226    234   1961   1457   5946    507    324   1578    955   1739    966   1061    813   3192    788      6      5      4      3      2  2.9
29 12 10   2 20  4 N  4310000 E 13120000   2216    180    232    241   2007   1477   6051    527    335   1620    978   1743    984   1087    861   3353    839      6      5      4      3      2  2.9
29 12 10   2 21  5 N  4310000 E 13120000   2296    186    227    244   2091   1498   6018    534    352   1625    984   1745    983   1085    875   3373    901      6      5      4      3      2  2.9
29 12 10   2 22  6 N  4310000 E 13120000   2245    185    243    247   2012   1501   6211    542    336   1667    996   1781    995   1101    911   3415    837      6      5      4      3      2  2.9
29 12 10   2 23  7 N  4310000 E 13120000   2259    186    245    247   2020   1506   6286    544    335   1667    998   1783    995   1102    926   3434    840      6      5      4      3      2  2.9
29 12 10   2 24  8 N  4310000 E 13120000   2264    187    243    243   2035   1501   6284    538    336   1650    989   1767    985   1093    936   3420    852      6      5      4      3      2  2.9
29 12 10   2 25  9 N  4310000 E 13120000   2255    186    244    241   2032   1495   6300    538    334   1636    983   1748    975   1080    956   3421    854      6      5      4      3      2  2.9
29 12 10   2 26 10 N  4310000 E 13120000   2270    189    248    243   2047   1508   6372    546    333   1655    994   1750    982   1094    989   3484    859      6      5      4      3      2  2.9
29 12 10   2 27 11 N  4310000 E 13120000   2283    190    247    244   2066   1513   6370    549    341   1654    992   1745    983   1095   1015   3492    882      6      5      4      3      2  2.9
29 12 10   2 28 12 N  4310000 E 13120000   2330    195    259    250   2120   1550   6585    565    349   1690   1017   1786   1008   1123   1063   3590    904      6      5      4      3      2  2.9
29 12 10   2 29 13 N  4310000 E 13120000   2318    193    259    247   2109   1536   6608    563    343   1674   1010   1772   1005   1119   1074   3589    899      6      5      4      3      2  2.9
29 12 10   2 30 14 N  4310000 E 13120000   2318    196    261    248   2094   1517   6521    570    345   1677   1005   1745    994   1110   1098   3609    906      6      5      4      3      2  2.9
29 12 10   2 31 15 N  4310000 E 13120000   2342    201    268    254   2103   1519   6564    589    349   1709   1017   1752    995   1119   1145   3699    921      6      5      4      3      2  2.9
29 12 10   2 32 16 N  4310000 E 13120000   2331    198    261    251   2116   1522   6513    571    348   1666   1000   1755    981   1098   1112   3563    907      6      5      4      3      2  2.9
29 12 10   2 33 17 N  4310000 E 13120000   2315    199    266    250   2105   1512   6525    575    345   1675   1001   1757    983   1102   1132   3596    911      6      5      4      3      2  2.9
29 12 10   2 34 18 N  4310000 E 13120000   2365    204    270    255   2158   1534   6603    593    356   1717   1019   1763   1003   1127   1194   3725    967      6      5      4      3      2  2.9
29 12 10   2 35 19 N  4310000 E 13120000   2344    205    276    256   2150   1542   6695    590    348   1709   1019   1784    999   1120   1177   3663    936      6      5      4      3      2  2.9
29 12 10   2 36 20 N  4310000 E 13120000   2324    206    278    255   2124   1520   6631    597    346   1707   1011   1746    989   1113   1208   3701    955      6      5      4      3      2  2.9
29 12 10   2 37 21 N  4310000 E 13120000   2363    209    285    259   2177   1553   6780    600    352   1728   1026   1798   1006   1127   1208   3678    960      6      5      4      3      2  2.9
29 12 10   2 38 22 N  4310000 E 13120000   2362    209    281    260   2176   1530   6739    605    353   1716   1021   1761   1002   1125   1246   3725    994      6      5      4      3      2  2.9
29 12 10   2 39 23 N  4310000 E 13120000   2397    214    291    264   2218   1561   6884    612    358   1745   1036   1804   1010   1135   1250   3721    994      6      5      4      3      2  2.9
29 12 10   2 40 24 N  4310000 E 13120000   2369    215    294    265   2199   1553   6871    611    354   1741   1032   1810   1008   1129   1242   3666    983      6      5      4      3      2  2.9
29 12 10   2 41 25 N  4310000 E 13120000   2357    212    289    259   2208   1533   6826    613    360   1721   1025   1759    999   1124   1281   3731   1014      6      5      4      3      2  2.9
29 12 10   2 42 26 N  4310000 E 13120000   2335    211    293    259   2206   1532   6814    606    356   1716   1020   1767    994   1114   1260   3646   1002      6      5      4      3      2  2.9
29 12 10   2 43 27 N  4310000 E 13120000   2356    213    295    261   2234   1547   6824    609    358   1728   1021   1782    992   1112   1266   3621   1004      6      5      4      3      2  2.9
29 12 10   2 44 28 N  4310000 E 13120000   2351    215    298    263   2245   1525   6815    622    370   1733   1023   1752    992   1116   1307   3691   1041      6      5      4      3      2  2.9
29 12 10   2 45 29 N  4310000 E 13120000   2377    218    301    265   2281   1545   6869    624    372   1740   1032   1768    993   1117   1311   3680   1056      6      5      4      3      2  2.9
29 12 10   2 46 30 N  4310000 E 13120000   2396    222    309    268   2295   1557   6951    636    373   1778   1045   1794   1003   1127   1326   3699   1063      6      5      4      3      2  2.9
29 12 10   2 47 31 N  4310000 E 13120000   2424    224    312    270   2320   1565   6986    645    374   1787   1052   1803   1003   1129   1338   3715   1083      6      5      4      3      2  2.9
29 12 10   2 48 32 N  4310000 E 13120000   2407    224    312    269   2327   1570   7014    644    370   1778   1050   1799   1001   1125   1333   3686   1114      6      5      4      3      2  2.9
29 12 10   2 49 33 N  4310000 E 13120000   2404    222    310    268   2347   1565   7014    638    368   1757   1043   1788    998   1119   1331   3658   1146      6      5      4      3      2  2.9
29 12 10   2 50 34 N  4310000 E 13120000   2388    223    308    267   2355   1557   6953    637    367   1747   1038   1776    993   1114   1335   3638   1177      6      5      4      3      2  2.9
29 12 10   2 51 35 N  4310000 E 13120000   2408    227    315    270   2385   1577   7095    649    367   1767   1051   1791   1006   1127   1366   3684   1221      6      5      4      3      2  2.9
29 12 10   2 52 36 N  4310000 E 13120000   2393    224    313    267   2396   1577   7116    646    363   1752   1051   1788   1009   1131   1367   3683   1252      6      5      4      3      2  2.9
29 12 10   2 53 37 N  4310000 E 13120000   2401    228    316    269   2425   1571   7088    651    367   1754   1050   1777   1005   1128   1384   3694   1306      6      5      4      3      2  2.9
29 12 10   2 54 38 N  4310000 E 13120000   2432    231    320    271   2496   1590   7134    661    370   1765   1061   1818   1014   1139   1416   3750   1386      6      5      4      3      2  2.9
29 12 10   2 55 39 N  4310000 E 13120000   2431    232    327    274   2524   1612   7234    663    366   1784   1070   1823   1015   1137   1389   3694   1404      6      5      4      3      2  2.9
29 12 10   2 56 40 N  4310000 E 13120000   2480    239    331    281   2623   1622   7210    682    379   1806   1077   1812   1021   1147   1438   3760   1554      6      5      4      3      2  2.9
29 12 10   2 57 41 N  4310000 E 13120000   2474    243    340    283   2601   1620   7267    702    379   1840   1090   1815   1034   1164   1491   3848   1647      6      5      4      3      2  2.9
29 12 10   2 58 42 N  4310000 E 13120000   2454    241    339    280   2625   1645   7284    688    371   1822   1090   1842   1037   1162   1448   3749   1696      6      5      4      3      2  2.9
29 12 10   2 59 43 N  4310000 E 13120000   2470    246    347    284   2560   1653   7374    702    374   1845   1103   1843   1049   1177   1497   3833   1797      6      5      4      3      2  2.9
29 12 10   3  0 44 N  4310000 E 13120000   2526    253    354    290   2638   1689   7419    712    382   1866   1112   1882   1057   1186   1504   3815   1887      6      5      4      3      2  2.9
29 12 10   3  1 45 N  4310000 E 13120000   2526    254    351    288   2660   1667   7319    716    384   1846   1101   1837   1042   1171   1535   3827   1988      6      5      4      3      2  2.9
29 12 10   3  2 46 N  4310000 E 13120000   2518    258    358    291   2658   1676   7298    721    384   1855   1098   1849   1037   1166   1527   3780   2008      6      5      4      3      2  2.9
29 12 10   3  3 47 N  4310000 E 13120000   2555    264    372    298   2987   1689   7418    749    392   1912   1123   1852   1056   1191   1618   3929   2129      6      5      4      3      2  2.9
29 12 10   3  4 48 N  4310000 E 13120000   2529    264    371    297   3013   1705   7332    741    384   1885   1112   1846   1047   1178   1592   3857   2112      6      5      4      3      2  2.9
29 12 10   3  5 49 N  4310000 E 13120000   2495    262    370    294   2992   1686   7229    732    377   1855   1095   1829   1028   1156   1564   3764   2121      6      5      4      3      2  2.9
29 12 10   3  6 50 N  4310000 E 13120000   2568    277    387    308   3074   1711   7363    780    395   1940   1133   1851   1059   1197   1686   3986   2265      6      5      4      3      2  2.9
29 12 10   3  7 51 N  4310000 E 13120000   2598    282    396    315   3139   1749   7476    789    397   1965   1148   1886   1073   1212   1703   4010   2308      6      5      4      3      2  2.9
29 12 10   3  8 52 N  4310000 E 13120000   2593    286    398    307   3123   1741   7402    791    398   1943   1135   1868   1058   1196   1698   3948   2319      6      5      4      3      2  2.9
29 12 10   3  9 53 N  4310000 E 13120000   2549    283    397    303   3091   1746   7300    778    389   1907   1119   1842   1042   1176   1680   3876   2289      6      5      4      3      2  2.9
29 12 10   3 10 54 N  4310000 E 13120000   2622    295    414    313   3178   1822   7490    807    405   1969   1148   1892   1062   1201   1741   3955   2374      6      5      4      3      2  2.9
29 12 10   3 11 55 N  4310000 E 13120000   2606    298    417    311   3172   1839   7501    808    399   1955   1147   1883   1060   1197   1751   3952   2355      6      5      4      3      2  2.9
29 12 10   3 12 56 N  4310000 E 13120000   2654    310    432    323   3210   1858   7542    836    409   1997   1161   1904   1067   1209   1806   4018   2405      6      5      4      3      2  2.9
29 12 10   3 13 57 N  4310000 E 13120000   2587    300    424    310   3192   1861   7570    815    394   1942   1150   1880   1061   1199   1783   3973   2368      6      5      4      3      2  2.9
29 12 10   3 14 58 N  4310000 E 13120000   2637    310    435    318   3223   1872   7609    840    405   1974   1163   1892   1067   1203   1834   4034   2421      6      5      4      3      2  2.9
29 12 10   3 15 59 N  4310000 E 13120000   2670    314    442    320   3286   1901   7752    849    409   1975   1176   1906   1080   1225   1878   4099   2484      6      5      4      3      2  2.9
29 12 10   3 17  0 N  4310000 E 13120000   2719    325    456    328   3330   1917   7823    878    418   2016   1191   1917   1088   1238   1945   4195   2530      6      5      4      3      2  2.9
29 12 10   3 18  1 N  4310000 E 13120000   2682    329    461    328   3394   1876   7693    888    419   2012   1179   1882   1068   1222   1976   4206   2521      6      5      4      3      2  2.9
29 12 10   3 19  2 N  4310000 E 13120000   2664    324    457    320   3411   1858   7758    877    412   1966   1175   1858   1063   1218   1988   4237   2538      6      5      4      3      2  2.9
29 12 10   3 20  3 N  4310000 E 13120000   2722    331    464    322   3462   1869   7881    900    419   1978   1190   1864   1074   1232   2055   4325   2601      6      5      4      3      2  2.9
29 12 10   3 21  4 N  4310000 E 13120000   2663    326    458    312   3409   1830   7792    888    410   1930   1170   1812   1051   1210   2054   4307   2580      6      5      4      3      2  2.9
29 12 10   3 22  5 N  4310000 E 13120000   2678    330    465    313   3442   1837   7895    903    411   1931   1180   1805   1059   1222   2118   4405   2623      6      5      4      3      2  2.9
29 12 10   3 23  6 N  4310000 E 13120000   2646    326    459    306   3399   1804   7826    896    406   1880   1165   1760   1042   1204   2124   4396   2625      6      5      4      3      2  2.9
29 12 10   3 24  7 N  4310000 E 13120000   2669    330    466    309   3629   1797   7873    917    411   1880   1171   1743   1038   1207   2194   4499   2679      6      5      4      3      2  2.9
29 12 10   3 25  8 N  4310000 E 13120000   2656    333    469    309   3846   1773   7868    935    418   1878   1171   1716   1033   1206   2242   4565   2719      6      5      4      3      2  2.9
29 12 10   3 26  9 N  4310000 E 13120000   2674    337    475    310   3894   1783   7881    934    414   1873   1170   1727   1032   1196   2240   4558   2706      6      5      4      3      2  2.9
29 12 10   3 27 10 N  4310000 E 13120000   2638    332    470    301   3920   1800   7888    910    407   1831   1157   1726   1021   1189   2184   4470   2670      6      5      4      3      2  2.9
29 12 10   3 28 11 N  4310000 E 13120000   2622    332    471    298   3942   1798   7786    900    407   1808   1139   1718    997   1165   2150   4396   2646      6      5      4      3      2  2.9
29 12 10   3 29 12 N  4310000 E 13120000   2639    335    476    298   3869   1781   7844    920    408   1815   1153   1704   1006   1182   2225   4535   2676      6      5      4      3      2  2.9
29 12 10   3 30 13 N  4310000 E 13120000   2611    334    473    293   3870   1776   7764    903    402   1785   1136   1693    992   1162   2181   4457   2661      6      5      4      3      2  2.9
29 12 10   3 31 14 N  4310000 E 13120000   2593    333    472    291   3786   1748   7767    915    401   1767   1134   1656    982   1158   2236   4531   2684      6      5      4      3      2  2.9
29 12 10   3 32 15 N  4310000 E 13120000   2547    325    464    283   3762   1743   7691    887    393   1724   1113   1637    965   1135   2167   4421   2636      6      5      4      3      2  2.9
29 12 10   3 33 16 N  4310000 E 13120000   2532    327    466    282   3734   1753   7694    883    390   1731   1112   1646    963   1134   2151   4414   2604      6      5      4      3      2  2.9
29 12 10   3 34 17 N  4310000 E 13120000   2592    333    477    286   3874   1789   7800    890    398   1735   1118   1674    974   1144   2161   4419   2672      6      5      4      3      2  2.9
29 12 10   3 35 18 N  4310000 E 13120000   2572    336    478    285   3729   1761   7787    909    394   1741   1126   1640    976   1151   2234   4532   2688      6      5      4      3      2  2.9
29 12 10   3 36 19 N  4310000 E 13120000   2568    337    479    284   3724   1762   7757    906    391   1738   1121   1640    968   1141   2209   4487   2666      6      5      4      3      2  2.9
29 12 10   3 37 20 N  4310000 E 13120000   2527    332    472    277   3707   1756   7716    884    381   1700   1104   1627    959   1127   2156   4399   2635      6      5      4      3      2  2.9
29 12 10   3 38 21 N  4310000 E 13120000   2560    338    481    278   3793   1784   7832    893    384   1712   1117   1650    969   1140   2169   4432   2681      6      5      4      3      2  2.9
29 12 10   3 39 22 N  4310000 E 13120000   2537    344    487    282   3742   1788   7800    901    378   1733   1116   1644    968   1139   2170   4440   2633      6      5      4      3      2  2.9
29 12 10   3 40 23 N  4310000 E 13120000   2570    350    492    279   3818   1784   7806    904    382   1713   1115   1649    971   1140   2188   4443   2699      6      5      4      3      2  2.9
29 12 10   3 41 24 N  4310000 E 13120000   2569    357    500    282   3811   1805   7881    915    380   1730   1124   1656    973   1145   2196   4466   2684      6      5      4      3      2  2.9
29 12 10   3 42 25 N  4310000 E 13120000   2601    362    511    287   3862   1808   7936    934    384   1753   1136   1669    982   1156   2230   4509   2727      6      5      4      3      2  2.9
29 12 10   3 43 26 N  4310000 E 13120000   2575    358    512    284   3845   1801   7932    930    377   1738   1132   1652    977   1149   2219   4484   2702      6      5      4      3      2  2.9
29 12 10   3 44 27 N  4310000 E 13120000   2530    357    510    280   3763   1754   7822    927    370   1710   1115   1616    962   1134   2207   4452   2671      6      5      4      3      2  2.9
29 12 10   3 45 28 N  4310000 E 13120000   2550    370    527    287   3894   1817   7843    932    375   1741   1119   1669    969   1139   2166   4385   2659      6      5      4      3      2  2.9
29 12 10   3 46 29 N  4310000 E 13120000   2559    372    535    283   3884   1821   7919    948    373   1754   1131   1673    979   1151   2200   4448   2663      6      5      4      3      2  2.9
29 12 10   3 47 30 N  4310000 E 13120000   2550    370    538    281   3912   1828   7972    949    372   1736   1134   1666    981   1151   2209   4469   2703      6      5      4      3      2  2.9
29 12 10   3 48 31 N  4310000 E 13120000   2530    365    534    275   3847   1809   7972    946    364   1714   1130   1640    975   1147   2213   4490   2685      6      5      4      3      2  2.9
29 12 10   3 49 32 N  4310000 E 13120000   2542    371    543    276   3932   1842   7996    947    364   1716   1129   1666    976   1147   2176   4445   2657      6      5      4      3      2  2.9
29 12 10   3 50 33 N  4310000 E 13120000   2588    385    563    286   3933   1835   8046    993    374   1762   1150   1672    983   1163   2262   4573   2729      6      5      4      3      2  2.9
29 12 10   3 51 34 N  4310000 E 13120000   2624    391    577    289   4210   1825   8090   1027    381   1777   1165   1667    991   1175   2338   4694   2792      6      5      4      3      2  2.9
29 12 10   3 52 35 N  4310000 E 13120000   2557    390    572    282   4744   1832   7975   1004    370   1762   1145   1664    977   1156   2252   4561   2700      6      5      4      3      2  2.9
29 12 10   3 53 36 N  4310000 E 13120000   2542    386    569    276   4744   1830   8063   1003    364   1737   1151   1646    981   1162   2276   4608   2706      6      5      4      3      2  2.9
29 12 10   3 54 37 N  4310000 E 13120000   2571    398    588    281   4826   1850   8010   1016    369   1758   1148   1672    978   1160   2253   4581   2704      6      5      4      3      2  2.9
29 12 10   3 55 38 N  4310000 E 13120000   2536    393    581    278   4715   1817   7992   1018    363   1737   1150   1636    975   1159   2285   4641   2707      6      5      4      3      2  2.9
29 12 10   3 56 39 N  4310000 E 13120000   2557    397    591    279   4781   1823   7979   1026    366   1729   1140   1638    967   1149   2264   4583   2718      6      5      4      3      2  2.9
29 12 10   3 57 40 N  4310000 E 13120000   2571    406    597    283   4721   1811   8035   1059    369   1761   1164   1630    979   1167   2346   4723   2764      6      5      4      3      2  2.9
29 12 10   3 58 41 N  4310000 E 13120000   2621    419    617    289   4870   1857   8144   1083    374   1797   1180   1676    995   1184   2359   4767   2795      6      5      4      3      2  2.9
29 12 10   3 59 42 N  4310000 E 13120000   2628    423    626    287   4953   1892   8156   1082    374   1802   1179   1696    993   1183   2324   4732   2783      6      5      4      3      2  2.9
29 12 10   4  0 43 N  4310000 E 13120000   2561    416    611    283   4767   1829   8022   1082    375   1766   1168   1638    981   1174   2352   4760   2768      6      5      4      3      2  2.9
29 12 10   4  1 44 N  4310000 E 13120000   2617    428    632    289   4919   1883   8172   1110    383   1812   1192   1686   1003   1196   2374   4846   2827      6      5      4      3      2  2.9
29 12 10   4  2 45 N  4310000 E 13120000   2637    436    643    293   4993   1912   8196   1116    384   1826   1200   1708   1009   1207   2379   4885   2854      6      5      4      3      2  2.9
29 12 10   4  3 46 N  4310000 E 13120000   2658    444    654    295   5053   1932   8198   1129    385   1830   1202   1717   1008   1207   2371   4880   2877      6      5      4      3      2  2.9
29 12 10   4  4 47 N  4310000 E 13120000   2669    446    653    297   4974   1884   8205   1165    390   1834   1213   1685   1013   1218   2464   5018   2959      6      5      4      3      2  2.9
29 12 10   4  5 48 N  4310000 E 13120000   2670    451    658    302   5010   1905   8183   1165    387   1856   1216   1699   1014   1221   2448   5033   2970      6      5      4      3      2  2.9
29 12 10   4  6 49 N  4310000 E 13120000   2613    438    642    294   4997   1896   8077   1132    374   1803   1193   1674    996   1196   2367   4904   2930      6      5      4      3      2  2.9
29 12 10   4  7 50 N  4310000 E 13120000   2605    443    648    293   5565   1899   8010   1135    373   1794   1187   1671    989   1190   2356   4888   2953      6      5      4      3      2  2.9
29 12 10   4  8 51 N  4310000 E 13120000   2671    459    668    303   5843   1941   8136   1175    385   1857   1216   1707   1010   1220   2427   5047   3056      6      5      4      3      2  2.9
29 12 10   4  9 52 N  4310000 E 13120000   2710    479    686    311   5950   1955   8149   1207    393   1885   1228   1720   1013   1229   2463   5132   3128      6      5      4      3      2  2.9
29 12 10   4 10 53 N  4310000 E 13120000   2667    469    671    307   5929   1945   8097   1189    382   1856   1227   1705   1004   1224   2505   5211   3119      6      5      4      3      2  2.9
29 12 10   4 11 54 N  4310000 E 13120000   2696    467    680    307   5980   1953   8134   1193    387   1843   1213   1708   1003   1220   2422   5099   3157      6      5      4      3      2  2.9
29 12 10   4 12 55 N  4310000 E 13120000   2609    454    637    300   5697   1881   8002   1175    376   1817   1212   1639    989   1211   2479   5183   3123      6      5      4      3      2  2.9
29 12 10   4 13 56 N  4310000 E 13120000   2709    475    669    311   5825   1915   8201   1232    397   1871   1247   1681   1017   1249   2595   5415   3274      6      5      4      3      2  2.9
29 12 10   4 14 57 N  4310000 E 13120000   2724    480    686    311   5926   1947   8162   1230    397   1870   1236   1702   1011   1241   2546   5344   3274      6      5      4      3      2  2.9
29 12 10   4 15 58 N  4310000 E 13120000   2677    469    665    305   5838   1927   8066   1202    387   1837   1220   1671    993   1220   2510   5292   3233      6      5      4      3      2  2.9
29 12 10   4 16 59 N  4310000 E 13120000   2686    466    668    301   5789   1899   8075   1217    391   1805   1212   1651    986   1216   2530   5307   3267      6      5      4      3      2  2.9
29 12 10   4 18  0 N  4310000 E 13120000   2669    460    641    299   5741   1902   8152   1205    384   1806   1229   1641    990   1221   2564   5382   3274      6      5      4      3      2  2.9
29 12 10   4 19  1 N  4310000 E 13120000   2651    451    648    293   5896   1947   8137   1168    376   1772   1206   1657    982   1204   2452   5235   3251      6      5      4      3      2  2.9
29 12 10   4 20  2 N  4310000 E 13120000   2594    437    617    284   5720   1905   8071   1150    375   1732   1198   1615    965   1190   2451   5238   3217      6      5      4      3      2  2.9
29 12 10   4 21  3 N  4310000 E 13120000   2591    435    606    285   5631   1867   8028   1155    374   1723   1196   1590    957   1184   2485   5252   3214      6      5      4      3      2  2.9
29 12 10   4 22  4 N  4310000 E 13120000   2630    442    618    290   5839   1935   8155   1156    376   1750   1211   1635    971   1198   2471   5276   3261      6      5      4      3      2  2.9
29 12 10   4 23  5 N  4310000 E 13120000   2602    437    600    288   5702   1885   8057   1159    374   1730   1202   1596    959   1188   2493   5285   3247      6      5      4      3      2  2.9
29 12 10   4 24  6 N  4310000 E 13120000   2602    437    608    290   5827   1918   8065   1144    371   1733   1200   1619    962   1189   2450   5243   3249      6      5      4      3      2  2.9
29 12 10   4 25  7 N  4310000 E 13120000   2574    430    605    285   5874   1936   7990   1119    365   1711   1185   1620    951   1174   2377   5146   3202      6      5      4      3      2  2.9
29 12 10   4 26  8 N  4310000 E 13120000   2583    429    589    289   5845   1932   8050   1139    368   1735   1209   1615    962   1193   2442   5284   3236      6      5      4      3      2  2.9
29 12 10   4 27  9 N  4310000 E 13120000   2555    424    587    287   5878   1976   7967   1117    362   1706   1188   1607    952   1176   2375   5185   3200      6      5      4      3      2  2.9
